Time (Sec);S2;S64;S65;S66;S67;S68;S69;S70;S71;S72;S73;S74;S75;S76;S77;S78;S79;S80;S81;S82;S83;S84;S85;S86;S87;S88;S89;S9;S99;
1.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
1.1239999999999999;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
1.2599999999999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
1.3339999999999996;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
1.4009999999999996;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
1.5439999999999994;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
1.6109999999999993;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
1.7539999999999991;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
1.820999999999999;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
1.9639999999999989;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19159.999799999998;19160.0;19160.0;
2.030999999999999;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
2.1089999999999987;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
2.2409999999999988;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
2.3099999999999987;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
2.4509999999999987;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
2.5199999999999987;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
2.6609999999999987;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
2.7299999999999986;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
2.8039999999999985;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
2.9399999999999986;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19159.999699999997;19160.0;19160.0;
3.0139999999999985;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
3.1499999999999986;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
3.2239999999999984;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
3.3599999999999985;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
3.4339999999999984;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
3.5009999999999986;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
3.6439999999999984;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
3.7109999999999985;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
3.8539999999999983;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
3.9209999999999985;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19159.999599999996;19160.0;19160.0;
4.063999999999998;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
4.1309999999999985;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
4.208999999999999;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
4.340999999999999;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
4.409999999999999;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
4.551;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
4.62;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
4.761000000000001;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
4.830000000000001;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
4.904000000000002;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19159.999499999994;19160.0;19160.0;
5.000000000000002;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
5.1140000000000025;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
5.250000000000003;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
5.324000000000003;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
5.4600000000000035;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
5.534000000000004;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
5.601000000000004;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
5.744000000000005;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
5.811000000000005;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
5.954000000000006;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19159.999399999993;19160.0;19160.0;
6.000000000000005;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
6.164000000000006;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
6.231000000000006;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
6.300000000000006;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
6.441000000000007;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
6.510000000000007;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
6.651000000000008;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
6.720000000000008;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
6.861000000000009;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
6.930000000000009;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19159.999299999992;19160.0;19160.0;
7.000000000000009;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;
7.1400000000000095;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;
7.21400000000001;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;
7.35000000000001;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;
7.424000000000011;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;
7.560000000000011;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;
7.634000000000012;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;
7.701000000000012;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19160.0;19160.0;19160.0;19160.0;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19159.99919999999;19160.0;19160.0;
